title,snippet,label
"801. Australia must pursue further trade liberalisation after recession, report says",Summary: Australia needs to avoid adopting “fortress Australia” policies and continue to pursue trade liberalisation and competitive markets as the bedrocks of …,Business
808. Mank: a death wish of a movie that could never live up to the legend of Orson Welles,We are waiting in an age that believes in symptoms of malaise. We wonder if we might be slipping. The picture business feels dead on its feet. So it’s …,Film
810. Collective review – shocking exposé of needless deaths in Romania,"Summary: For years, actually for decades, Romanian directors have been warning us about top-to-bottom official corruption in their homeland – an insidious mala …",Film
814. Royal Mail gets more revenue from parcels than letters for first time,Royal Mail’s revenue from parcels has overtaken its revenue from letters for the first time as online shopping surged during Covid-19 restrictions. Pa …,Business
"818. Save Yourselves! review – end-of-days comedy balances satire, sincerity and silliness","This end-of-the-world comedy premiered at Sundance in January 2020 – in the Before Time – and, had the coronavirus pandemic not struck, directors Alex …",Film
822. Happiest Season review – queer Christmas comedy is a festive treat,"The displacement of theatrical releases during the pandemic, forced into an often confusing digital netherworld, has meant that we have little to no i …",Film
824. 'My mother was like a steel fist in a velvet glove': the real Audrey Hepburn,"Summary: “Very alert, very smart, very talented, very ambitious.” That was the director William Wyler’s verdict after watching a screen test for Roman Holiday …",Film
825. Asia review – delicate tale of a mother and daughter in crisis,"Summary: This is a candid, sober, well-acted debut by the first-time director Ruthy Pribar which won her the Nora Ephron award at this year’s Tribeca film fest …",Film
828. Boris Johnson sidesteps calls to recommit to aid spending target,"Boris Johnson has repeatedly refused to commit to maintaining UK overseas aid spending at 0.7% of GDP, in a Commons debate where he unveiled a £16.5bn …",Politics
831. Wonder Woman 1984 sticks to Christmas cinema release – but will also be on digital,The decision by Warner Bros to release Christopher Nolan’s Tenet in cinemas last August despite depleted venues and public confidence was hailed as a …,Film
832. Kebabs by Nicole Kidman? What Ryan Reynolds' takeover of Wrexham might lead to,"As the third oldest professional football team in the world, Wrexham AFC drags the weight of history behind it. There were the early days, where the t …",Film
835. Angelina Jolie to direct biopic of photographer Don McCullin starring Tom Hardy,"Angelina Jolie is to direct a biopic of photojournalist Don McCullin, starring Tom Hardy. The film, which is being adapted by ’71 screenwriter Gregory …",Film
837. Heaven's Gate at 40: how we learned to love a notorious flop,"For 40 years, Heaven’s Gate has been synonymous with “expensive flop”. And not just any expensive flop, but the type of boondoggle associated with the …",Film
838. Single parents are poorer but older Australians have seen wealth grow,"Summary: Household wealth among older Australian couples boomed above $1m before the pandemic, but median incomes remained below GFC levels and poverty among s …",Business
841. UK defence now has £16.5bn coming. But where is it going?,"Such was Boris Johnson’s need to reassert himself as prime minister in the week after the departure of his chief aide Dominic Cummings, that so many d …",Politics
846. Markets fall back as Covid-19 fears mount and US jobless claims rise – as it happened,"Time for a recap Concerns over rising Covid-19 cases, particularly in the US, have weighed on markets. While investors hope that vaccines will help th …",Business
848. Why Mangrove is guilty of being a better courtroom drama than Sorkin's Chicago 7,It’s no coincidence that two courtroom dramas such as Steve McQueen’s Mangrove and Aaron Sorkin’s The Trial of the Chicago 7 should have come out arou …,Film
849. Pressure grows on Jacob Rees-Mogg over MPs' remote access,Jacob Rees-Mogg is facing intense pressure to widen virtual participation in House of Commons proceedings after senior Conservative MPs joined calls f …,Politics
850. PlayStation 5 launch overwhelms outlets and courier firms,"Summary: Games retailers have been overwhelmed by demand for the latest Sony PlayStation console, which launched in the UK on Thursday. The rush for the Playst …",Business
854. Bullying inquiry 'found evidence Priti Patel broke ministerial code',"A Cabinet Office inquiry into allegations of bullying by Priti Patel has found evidence that she broke the ministerial code, informed sources have tol …",Politics
"858. $427bn a year lost to tax abuse by firms and rich individuals, study finds","Tax abuse by multinational companies and avoidance by rich individuals is costing countries $427bn a year in lost revenues, according to a study by a …",Business
859. Nestlé joins others to set up first UK-wide coffee pod recycling scheme,"The manufacturers of the UK’s three biggest coffee pod brands have joined forces to set up the sector’s first national recycling scheme, in the face o …",Business
862. Finding Jack Charlton review – touching portrait of a footballing hero,The story of Jack Charlton’s amazing ascent and virtual canonisation as the manager of the Irish Republic’s national football team in the 80s and 90s …,Film
"869. Five of the best documentaries, as chosen by Werner Herzog","I don’t watch films,” says Werner Herzog. “People always believe that a film-maker would have seen hundreds or thousands of films – if you have a man …",Film
873. Sylvester McCoy's teenage obsessions: 'I was the twist king of Dunoon',"Doing the twist I come from a place called Dunoon, a small seaside town on the Firth of Clyde, just inside the Highlands. It’s like that town Dylan Th …",Film
874. Fall in UK tax receipts and business support fuel record October borrowing,A steep fall in tax receipts and the extra cost of government subsidies for businesses and the self-employed pushed UK government borrowing last month …,Business
877. Richard Burton exhibition looks beyond the hell-raiser headlines,"Summary: He is as famous for his turbulent personal life as his acting skills: a hard-living, heavy-drinking, headline-grabbing Hollywood icon. But a much more …",Film
883. Priti Patel bullying inquiry: why was it held and what did it find?,"The home secretary, Priti Patel, has avoided the sack despite a Cabinet Office inquiry reportedly uncovering evidence of bullying within the Home Offi …",Politics
884. 'Unreal': Constituents' fury grows 50 days after Ferrier broke Covid rules,Kelly Livingstone was half-watching the 10 o’clock news on Thursday 1 October when she noticed an image of the MP Margaret Ferrier flash up on the scr …,Politics
886. How Boris Johnson found grounds to ignore Priti Patel bullying verdict,"Summary: Boris Johnson’s decision to ignore the verdict of his independent adviser on ministerial standards, Sir Alex Allan, on a bullying inquiry into the hom …",Politics
891. A black Alice in Wonderland? That's a real fairytale ending,Summary: There’s a long history of rightwing antipathy towards progressive racebending – if we can even call it that – in the movies. From Idris Elba as Heimda …,Film
893. Ministerial code: five who did resign over breach accusations,"Boris Johnson’s adviser on the ministerial code has resigned after the prime minister backed the home secretary, Priti Patel, despite an inquiry findi …",Politics
895. UK national debt highest since 1960s after record October borrowing – as it happened,"Time to wrap up, with a brisk summary. Britain’s national debt has hit its highest level since the early 1960s, as the Covid-19 pandemic continues to …",Business
897. Priti Patel says sorry after bullying report; Hancock asks regulator to assess Covid vaccine approval - as it happened,"That’s it from the UK blog team. You can follow our global coronavirus coverage here - The health and social secretary, Matt Hancock, announces he has …",Politics
898. Boris Johnson adviser quits after being overruled on Priti Patel bullying report,Boris Johnson drove his own ethics adviser to quit on Friday as he ripped up the rulebook by refusing to sack Priti Patel despite a formal investigati …,Politics
906. Supermarkets' own-brand champagne beats French houses in Which? test,"An £18 own-brand champagne from Morrisons has claimed top place in an annual champagne taste test, beating competition from premium champagne houses, …",Business
910. Catalogues make a comeback in UK amid festive Covid curbs,High street retailers and websites in the UK are returning to traditional catalogues and leaflets to grab the attention – and spending power – of shop …,Business
918. Ken Clarke joins criticism of Boris Johnson's refusal to sack Priti Patel,"The former home secretary Ken Clarke has expressed concern over the prime minister’s refusal to sack Priti Patel, despite a formal investigation findi …",Politics
925. The Kid Detective review – one of the darkest comedies of the year,"Rarely has a film been so underserved by its title. The Kid Detective: it conjures images of a perky, Disneyesque B-movie from the late 70s. In fact, …",Film
927. Boris Johnson insists he is not opposed to devolution after 'disaster' comment,"Boris Johnson has insisted he is not opposed to devolution, days after he described it as a disaster in Scotland. Speaking to the Scottish Conservativ …",Politics
930. One more chance to shine for a slightly tarnished Rishi Sunak,Rishi Sunak will face his sternest test this week when he stands up in parliament to outline the latest post-coronavirus economic recovery plan. Bille …,Business
931. Five things to watch out for in Rishi Sunak's spending review,The Covid-19 pandemic has forced Rishi Sunak to postpone both his planned autumn budget and the announcement of plans for public spending until the mi …,Politics
"932. Government must be tougher on ministers who mistreat staff, unions say","Summary: Unions have called for tougher repercussions for ministers found to have mistreated staff, after Boris Johnson’s decision not to sack or reprimand Pri …",Politics
935. I took the Reserve Bank boss' advice – and saved thousands off my mortgage,"In my job I always play close attention to what the governor of the Reserve Bank says, but right now so should you – because doing so can save you mon …",Business
"944. Patrick review – wry, existential nudist comedy","For most British filmgoers, mentions of naturism will automatically summon up visions of Sid James and Bernard Bresslaw hyperventilating over a docume …",Film
953. British ski workers ‘set to lose seasonal jobs’ after Brexit,"Adieu to the British seasonaire. Barring an 11th-hour reprieve, Europe’s ski resorts will soon be largely devoid of British seasonal workers. From 1 J …",Politics
954. Labour infighting inquiry ‘damaging Starmer’s position’,The results of a “nightmare” inquiry into Labour infighting are to be published within weeks in a development that will further erode Sir Keir Starmer …,Politics
955. Asia review – mesmerising mother-daughter drama,"A mother and a teenage daughter, not quite estranged but locked into diverging paths, are forced to find common ground when the daughter’s degenerativ …",Film
"959. Threat to central London as commuters embrace suburbs, warns Sadiq Khan",Summary: The Covid-19 pandemic has created a potential “existential threat” to central London because many people may in future choose to work in the suburbs r …,Politics
960. Covid's full cost to the UK economy is still being counted,"This has been a stinker of a year. More than 54,000 people have died from Covid-19, and the latest forecasts, due out on Wednesday, will show the econ …",Business
"969. UK should not sign EU deal at any price, says Sunak","The UK should not accept a deal with the EU at any price, the chancellor has said, insisting that the coronavirus pandemic posed a greater threat to t …",Politics
"970. PM's defence of Priti Patel sparked Home Office fury, union says",Summary: Top Home Office civil servants are furious at Boris Johnson’s decision to keep Priti Patel as home secretary despite an internal report that concluded …,Politics
971. Pet adoption booming amid pandemic – but workers accuse retailers of abuses,"As the coronavirus pandemic has led to higher demand for pets and pet supplies, workers at the two largest pet retailers in the US, PetSmart and Petco …",Business
973. Rishi Sunak to promise £150m extra spending on homelessness,"The chancellor, Rishi Sunak, will use the spending review on Wednesday to set out the government’s ambition to tackle homelessness after the coronavir …",Business
975. Death of Sydney Uber Eats rider the fourth food delivery fatality in two months,"An Uber Eats delivery rider has been killed in Sydney in what is the fourth death among food delivery workers in the past two months. Bijoy Paul, a 27 …",Business
978. Covid and Brexit could see UK manufacturers bringing it all back home,UK factories could be making up to £4.8bn more goods for British retailers in the next 12 months as the coronavirus pandemic and Brexit prompt busines …,Business
986. White House downer: why Hollywood should steer clear of a Trump biopic,"Finally, the US presidential race is over. Which unfortunately signals the start of another race: who will be the first to get a Trump biopic out of t …",Film
990. UK risks double-dip recession amid second Covid lockdown,"Britain’s businesses are banking on vaccines to deliver them from a double-dip Covid-19 recession, according to the first snapshot of the painful econ …",Business
999. From Trump's failures to frustration in Wuhan: the rise of Covid documentaries,"As early as April this year, Vulture reported that at least 20 coronavirus-related documentary projects were shooting or seeking funding. Seven months …",Film
1002. The saga of Tekashi 6ix9ine: inside the story of a 'supervillain' rapper,"Summary: With his rainbow-colored tresses and prominent facial tattoos, it’s hard not to stare at SoundCloud rapper and viral sensation Tekashi 6ix9ine. The 24 …",Film
"1004. Boris Johnson opposes pay rise for MPs, says No 10","Boris Johnson believes MPs should not receive a pay rise this year, Downing Street has said, as MPs called on the government to legislate to prevent t …",Politics
1007. Selling off the china: BA puts bespoke items from first class on sale,"British Airways has begun selling the champagne flutes, fine china and slippers it uses in its first-class cabins, reflecting the impact of Covid-19 o …",Business
1008. Lord Stoddart of Swindon obituary,"Summary: In his maiden speech in the Commons in 1970, David Stoddart spoke of the “honest, industrious and very canny” citizens of the busy industrial railway …",Politics
"1012. No-deal Brexit to cost more than Covid, Bank of England governor says","The governor of the Bank of England, Andrew Bailey, has warned that the economic cost of a no-deal Brexit would be bigger in the long term than the da …",Politics
"1013. Work from home until April if possible, PM tells England's workers",Summary: The government has told all workers in England they should work from home if possible until April 2021 as part of a move to a stricter tier system tha …,Business
1014. UK coronavirus live: Johnson says majority of vulnerable people in the UK could be vaccinated by Easter - as it happened,"That’s all from the UK blog today, you can keep following the latest coronavirus developments over on our global blog: It’s been a huge day for corona …",Politics
1015. Labour chief whip tells Jeremy Corbyn to apologise for antisemitism claims,"Labour’s chief whip has told Jeremy Corbyn to “unequivocally, unambiguously and without reservation” apologise for his claims that the extent of antis …",Politics
1016. Leaders from England's north warn PM over revised Covid curbs,"Millions more people in England will be subject to tougher coronavirus restrictions that could last at least four months, Boris Johnson has warned, as …",Politics
1017. Former Fed chair Janet Yellen set to become first female treasury secretary,"Janet Yellen, the first woman to chair the US Federal Reserve, is set to achieve another first, becoming the country’s first female treasury secretary …",Business
1027. Gus Van Sant: 'We are living in a wilder time than anything we could imagine',"At home in California over lockdown Gus Van Sant, king of the Hollywood underground, was, like the rest of us, binge-watching Netflix. “Ozark, that wa …",Film
1035. Catering firm Compass reports profits crash amid Covid closures,"Profits have crashed at Compass Group, the world’s biggest catering firm, after the Covid-19 pandemic led to the closure of schools, offices and sport …",Business
1036. Corbyn-supporting Labour members stage NEC mass walkout,"Leftwing members of Labour’s governing body have staged a mass walkout in protest of the actions of the Labour leadership, including the election of a …",Politics
1039. Black Friday 2020: five things to consider before buying that 'bargain',"Don’t carried away with an online purchase, especially when something is advertised as a great bargain. Before clicking the buy button, run through th …",Business
1042. Overseas review – maids in training make haunting viewing,"As a study of loneliness and suppressed fear, this stylised documentary from the Korean-born director Sung-a Yoon could hardly be improved on. It is a …",Film
1043. Director apologizes for unmuted critique of actor's apartment during audition,A director who forgot to mute his microphone during a Zoom audition as he criticised an actor’s apartment has apologised and claimed he was just sympa …,Film
1044. PM's ethics adviser queries Johnson's role in Priti Patel inquiry,Boris Johnson’s adviser on ethical standards has questioned whether the prime minister should maintain sole responsibility for the ministerial code da …,Politics
"1046. Gavin Williamson unlawfully removed child safeguards in pandemic, court rules","The education secretary, Gavin Williamson, acted unlawfully in removing safeguards for children in care at the start of the Covid pandemic without con …",Politics
1050. Guided? Following? Down the Covid rabbit hole with Hancock,"There must be many times when Matt Hancock wonders what he has done in a previous life to deserve his present one. Come to think of it, there are many …",Politics
1055. Trial of Brexit border checks causes five-mile lorry queues in Kent,Summary: Queues of trucks stretching for five miles unexpectedly built up in Kent on Tuesday after the French started a trial of post-Brexit checks. Lorries on …,Politics
"1056. UK coronavirus: three households to be allowed to mix for up to five days over Christmas, UK leaders agree – as it happened","As many as three different households will be allowed to mix for five days over the Christmas period, government sources have said, under a UK-wide pl …",Politics
1060. Rishi Sunak to launch £3bn unemployment support plan,Rishi Sunak will lay bare the government’s fears over the long-lasting impact of a looming winter surge in unemployment when he unveils a new £4.3bn p …,Politics
1063. Don't cry to mother if rates freebie comes back to bite,"Here’s another name to add to the list of retailers who will keep their relief on business rates – thanks very much, dear chancellor – even though the …",Business
"1072. Stock market rally pushes Dow Jones to record high of 30,000","The Dow Jones Industrial Average has topped the 30,000 mark for the first time as financial markets around the world rally amid hopes for a coronaviru …",Business
"1073. From Beyoncé to the Oscars: Mary Twala, Africa's queen of cinema","Mary Twala died just a few weeks before Beyoncé’s Black Is King came out. In the film, the 80-year-old embodied the story’s shaman figure, the last pa …",Film
1077. EU 'did not properly consider conflicts of interest' over BlackRock contract,The EU did not properly consider conflicts of interest when it hired the US investment manager BlackRock to advise on environmental regulation for ban …,Business
1084. Locked In: Breaking the Silence review – life-affirming story of a devastating illness,"A neurological horror story lies at the centre of Xavier Alford’s chilling, stoic and finally revitalising documentary, part of the BBC Storyville str …",Film
1087. 'We made a promise': fallout from UK's cut in overseas aid remains to be seen,"The former prime minister David Cameron’s political legacy will be permanently dominated by Brexit, an event he misjudged and abhorred. But until now …",Politics
1094. Car dealer Lookers finally reveals £46m loss in 2019,"The car dealer Lookers has finally revealed it lost £46m in 2019, eight months after it first delayed its accounts following its discovery of a £300,0 …",Business
1095. Sunak offers jam today in spending review as Covid deficit spreads,"Jam tomorrow but no jam today. As devotees of Lewis Carroll know, that was the credo of the White Queen in Alice Through the Looking-Glass. Plenty of …",Politics
1096. Visual Acoustics: The Modernism of Julius Shulman review – a lens on California dreaming,"This absorbing documentary from 2008 focuses on Julius Shulman (1910-2009), a photographer best known for his stylish, dynamic studies of mid-century …",Film
1097. EU threatens to pull out of Brexit talks if UK refuses to compromise,"The EU’s chief negotiator, Michel Barnier, has warned David Frost that without a major negotiating shift by Downing Street within the next 48 hours he …",Politics
1099. Foreign Office minister resigns as Sunak cuts aid budget,"Boris Johnson was struggling to contain a Conservative revolt as a Foreign Office minister resigned after the chancellor, Rishi Sunak, announced he wa …",Politics
1103. Superintelligence review – Melissa McCarthy can't save unfunny AI comedy,"Melissa McCarthy, a respected two-time Oscar nominee and hysterically funny comic dynamo, has a problem, a longtime allegiance that leads an inarguabl …",Film
1106. Rishi Sunak's spending review 'will fail to kickstart green recovery',"Summary: A new infrastructure bank, to be based in the north of England, and an emissions-trading scheme covering large portions of industry were proclaimed by …",Politics
1107. Eurostar calls on UK for urgent support as it fights for survival,"Eurostar has appealed to the UK government for urgent financial support, warning it is “fighting for survival” with just one train a day now running f …",Business
1109. ‘Economic emergency has only just begun’: spending review reaction in quotes,"“Our health emergency is not yet over and our economic emergency has only just begun.” Rishi Sunak, chancellor of the exchequer “This will hit househo …",Politics
"1111. UK will need £27bn of spending cuts or tax rises, watchdog warns","Summary: The government will need to find up to £27bn worth of spending cuts or tax rises by 2024 to put the public finances on a sustainable footing, the Trea …",Business
1112. No dice for key workers from Rishi the Monopoly chancellor,"Playing the supporting act does not come naturally to Boris Johnson. But, on reflection, he might come to thank Rishi Sunak for taking centre stage wi …",Politics
1113. Brexit talks: the sticking points,"In just over five weeks, the UK will leave the EU’s single market and customs union with or without a trade and security deal. Much of the 600-plus pa …",Politics
1114. Rishi Sunak sets out £100bn investment in infrastructure,Britain’s first national infrastructure strategy will deliver a “once in a generation investment” worth £100bn to spur the country’s recovery from the …,Politics
1116. Rishi Sunak’s £4.8bn ‘levelling-up’ UK fund met with scepticism,"The government will launch a “levelling-up fund” for England worth £4bn to support towns and communities with regeneration projects, Rishi Sunak has s …",Politics
1117. 'Got to make cuts somewhere': Maltby gives Sunak benefit of the doubt,"Summary: There are many sensible people in South Yorkshire who were certain Rother Valley would never elect a Conservative MP, certainly not while the miners’ …",Politics
"1118. Pay freeze for millions of UK workers ‘a kick in the teeth’, say unions",The chancellor vowed to protect low-paid workers on Wednesday as he pressed ahead with a wages freeze that will hit more than 2 million public sector …,Politics
1119. Judge denies Johnny Depp permission to appeal Sun libel action,The Hollywood actor Johnny Depp has been refused permission to appeal after losing his high stakes libel action against the Sun over its description o …,Film
1120. The green bank went south; let's hope Sunak's new version succeeds,"A new national infrastructure bank, you say, Mr Sunak, to help reach our carbon reduction targets? Didn’t we used to have one of those? Yes, here it i …",Business
1127. The Night Porter: Nazi porn or daring arthouse eroticism?,"Movie romances traditionally have what’s called a “meet cute”, that clinching moment when a couple-to-be first bump into one another. It would be hard …",Film
1129. Sunak's Covid rescue plan 'will fail to help long-term wage stagnation',"The government’s plans to rescue Britain from the Covid crisis will fail to end a decade-long squeeze on wages, leaving average pay packets by the mid …",Business
1131. Frances Alexander obituary,"My mother, Frances Alexander, who has died aged 84, was a Liberal Democrat councillor and mayor of High Wycombe. She also founded the friendship and t …",Politics
1132. Mads Mikkelsen confirmed as Johnny Depp's replacement in Fantastic Beasts 3,Warner Bros Pictures has confirmed James Bond star Mads Mikkelsen will take over the role of dark wizard Gellert Grindelwald from Johnny Depp in the t …,Film
1134. Uncle Frank review – fervent family drama from writer of American Beauty,"Alan Ball will probably always be known as the Oscar-winning screenwriter of the 1999 hit American Beauty, though he saw his original script curtailed …",Film
1141. Audrey review – a poor Breakfast at Tiffany's with too many waffles,"There are some heartfelt moments in this documentary portrait of Audrey Hepburn, with touching contributions from her son Sean Hepburn Ferrer, and gra …",Film
1142. British-only passport holders barred from playing Prince William in new film,"British actors will be barred from auditioning to play Prince William in a forthcoming film, because of new restrictions introduced after the country …",Film
1144. Black actor sues Hollywood studio over removal from Couples Retreat poster,"Cuban-American actor Faizon Love has launched legal action against Hollywood studio Universal, saying he was cut out of the poster for the 2009 comedy …",Film
1148. Viggo Mortensen on Falling star Lance Henriksen: ‘He’s like a wolf who might gobble you up’,"Viggo Mortensen first met Lance Henriksen when he shot him dead. Mortensen, the Lord of the Rings star and three-time best actor Oscar nominee, was fa …",Film
1150. British coal plants fired up to meet temporary electricity shortfall,Britain has fired up some of its last remaining coal power plants to help keep the lights on as the country’s wind turbines slow over a few days and t …,Business
1157. UK pubs announce heavy losses and job cuts as Covid curbs bite,"The pub companies Mitchells & Butlers and Fuller, Smith & Turner have reported heavy losses and said they had axed about 1,700 jobs, highlighting the …",Business
1159. Pay squeeze and tax rises needed in UK to fill £40bn hole in public finances,Britain’s struggle to emerge from the Covid-19 pandemic will result in pay packets being squeezed and taxes rising to fill a £40bn hole in the public …,Business
1163. Jeremy Corbyn to start legal action over suspension of Labour whip,"Jeremy Corbyn is to start a formal legal claim against the Labour party for suspending the whip, in a case which allies of the former Labour leader sa …",Politics
1164. Black Friday expected to beat UK online sales records,Black Friday is expected to smash online sales records this year as struggling retailers slash prices in a desperate attempt to drum up trade after a …,Business
1165. Ellie & Abbie (& Ellie’s Dead Aunt) review – delightful and distinctive queer romcom,"There are two love stories in Monica Zanetti’s queer teen romcom, Ellie & Abbie (& Ellie’s Dead Aunt). One, of course, is the budding romance between …",Film
1166. Boohoo hires Sir Brian Leveson to oversee supply chain overhaul,"The fast-fashion retailer Boohoo has appointed Sir Brian Leveson, the retired judge who led the Leveson inquiry into the activities of the media, to o …",Business
1168. China imposes swingeing tariffs on Australian wine in 'devastating blow' to exporters,"China has hit Australian wine with tariffs that will double or triple its price, making the market “unviable” for exporters, according to the trade mi …",Business
1169. How the Covid vaccine success can fuel a sustainable UK economic recovery,Most parents taking their children on a long road trip know this well. The excitement our kids feel about the destination is not necessarily matched b …,Business
1170. UK's economy suffers in November but Covid vaccine hopes ease gloom,"Increase in Covid infections slows The rate of increase of new coronavirus infections appears to be slowing, data suggests, although the death toll is …",Business
1171. Black public figures urge airlines not to carry out Home Office deportation,Summary: Eighty-two black public figures have written to airlines who have worked on deportation charter flights urging them not to carry up to 50 Jamaicans th …,Politics
1172. First-year EU students face £800 Brexit bill if not in UK before 2021,First-year EU students who enrolled in UK universities this autumn but have been unable to move to the country due to the pandemic face an £800 Brexit …,Politics
1178. US workers face 'turkey apocalypse' as demand surges amid pandemic,"US retailers have rolled out their traditional Black Friday and Christmas sales and shoppers look eager to make big savings, but this year’s spending …",Business
1180. From Nurse Ratched to Joker: 10 of the best movie villains,"The Sheriff of Nottingham Robin Hood: Prince of Thieves (1991) For pure thespy, campy naughtiness, Alan Rickman excelled himself as the heartless Sher …",Film
1181. ‘It took me three days to get over the orgy scene’: Muscle star Craig Fairbrass,Summary: Craig Fairbrass has made a career from giving a certain type of person exactly what they want. His films have titles such as Deranged and Hijacked and …,Film
1187. The Night Porter review – descent into sex and Nazism still chills,"Mixed feelings are the only ones possible about the rerelease of Liliana Cavani’s 1974 shocker The Night Porter, a ripe piece of upper-middlebrow arth …",Film
1189. Huge wealth of Rishi Sunak's family not declared in ministerial register,"The chancellor, Rishi Sunak, is facing questions over the transparency of his financial affairs after a Guardian investigation established that his wi …",Politics
1192. SNP conference set to be dominated by race and referendum strategy,"Despite its pared-down online format, this weekend’s Scottish National party conference will see two areas of significant tension between the leadersh …",Politics
1193. Barnier urged not to be intimidated as Brexit talks enter 'final few days',"The French government has urged Michel Barnier not to be intimidated in the Brexit standoff with Downing Street, as his British counterpart hinted at …",Politics
1197. Black Beauty review – gender-swapped classic makes Beauty a 'mare,"The children’s classic Black Beauty gets another screen adaptation, this time from Disney: a modern-ish take in which the young human heroine is seen …",Film
1199. Labour MPs and members ordered not to discuss Corbyn's suspension,"Labour’s general secretary has barred MPs and party members from discussing Jeremy Corbyn’s suspension, voicing solidarity with him or criticising the …",Politics
1203. Kent rebranded 'toilet of England' by anti-Brexit protesters,Road signs at the Kent border welcoming drivers to the “Garden of England” have been defaced by anti-Brexit protesters to label the county the “Toilet …,Politics
1204. Johnson defends Covid tier system in England as Tory backlash grows,Boris Johnson has made clear he has no intention of ripping up the stringent new tier system of coronavirus restrictions for England to placate angry …,Politics
"1205. From Cardiff shops to Hermes hubs, the UK has its Covid Black Friday",As the Welsh government was setting out a grim set of Covid-19 statistics and explaining why new restrictions in the hospitality and entertainment sec …,Business
1208. Sir Philip Green: rise and fall of Britain’s ‘king of the high street’,"He was once seen as the king of the UK high street, but the likely demise of Sir Philip Green’s fashion empire comes long after that crown slipped to …",Business
1216. UK ski holiday firms in limbo as Covid restrictions and Brexit bite,"Summary: British holidaymakers, chalet owners and resort staff are in limbo as countries across Europe decide whether or not this winter’s ski season will go a …",Business
"1235. Scottish independence has never been so certain, Sturgeon tells SNP",Nicola Sturgeon has opened the Scottish National party annual conference by telling members she has “never been so certain” the country will achieve i …,Politics
1238. British Airways upsets Welsh rugby fans with support for England,"British Airways has apologised after upsetting Welsh rugby fans by wishing England luck in this weekend’s fixture between the two sides. The airline, …",Business
1239. Nadhim Zahawi appointed minister in charge of Covid-19 vaccine rollout,"Nadhim Zahawi, a minister for business and industry, has been placed in charge of overseeing the deployment of the Covid-19 vaccine, Downing Street ha …",Politics
1245. Using super to fix wages growth is as disingenuous as using it to fix the housing market,"So many of our policy debates are mired in bad faith that are never actually about solving the problem at hand. Dealing with climate change, for examp …",Business
1246. Last-ditch Brexit trade talks resume amid growing EU scepticism,"Michel Barnier has told MEPs he is prepared for a further four days of make-or-break Brexit negotiations, with growing scepticism among EU member stat …",Politics
"1251. WTO complaint ‘next step’ in tariff dispute between Australia and China, trade minister says","The Australian government is continuing its tough talk against Beijing’s trade impositions, with the trade minister Simon Birmingham giving the strong …",Business
1258. Darth Vader actor Dave Prowse dies aged 85,"David “Dave” Prowse, the actor best known for playing Darth Vader in the original Star Wars trilogy, has died at the age of 85, his agent has said. Ag …",Film
1259. Possessor review – mind-and-body-snatching thrills from Brandon Cronenberg,"Anyone feeling nostalgic for the 70s/80s heyday of squishy, sociopolitical body-horror will find plenty to feast on in this uproariously gory yet sati …",Film
"1262. Actors, pilots, oil workers … thousands from Covid-blighted jobs join parcel courier army",For as long as Anna-Jane Casey can remember she has spent the run-up to Christmas on the stage in the West End. But this year Casey is joining a growi …,Business
1266. Julien Temple: 'People who are considered difficult are very rich subjects for a film',"When film-maker Julien Temple met Shane MacGowan to discuss making a documentary about his life, the 62-year-old, hard-living former Pogues frontman w …",Film
1269. Keir Starmer warned not to insist Labour MPs vote for Brexit deal,"Keir Starmer, the Labour party leader, faces the threat of resignations from his frontbench team should he order MPs to vote in favour of a Brexit dea …",Politics
1270. Hillbilly Elegy review – Glenn Close and Amy Adams trade Appalachian cliches,"“Your people will have your back. That’s our code,” insists Yale law student JD Vance (Gabriel Basso), reflecting on the Appalachian values of his Ken …",Film
"1275. Tories are 'in a panic' over Scottish independence, says Ian Blackford",The Scottish National party’s leader in Westminster has accused Tory MPs of denying Holyrood the powers to hold a second independence referendum becau …,Politics
1276. David Prowse obituary,Cinema audiences were introduced to the terrifying Darth Vader when he appeared through the smoky residue of a laser battle at the beginning of Star W …,Film
1277. Brexit: what will change for Britons in the EU on 1 January?,"The end of the Brexit transition period on 31 December is looming, and with it some major changes for anyone going from the UK to continental Europe – …",Politics
1278. Jungleland review – a neon-lit squint at the American dream,"Fed up of ducking bailiffs and squatting in abandoned houses, brothers Stan (Charlie Hunnam) and Lion (Jack O’Connell) leave western Massachusetts and …",Film
1281. I raised my kids on Pixar – and it has ruined classic cinema for them,"Summary: I was recently scrolling through Christmas films at the cinema opposite the kids’ school, picturing the happy scene where I arrive unexpectedly outsid …",Film
1293. UK carmakers plead for clarity as they stockpile parts and cars for Brexit,Carmakers are bracing for the final Brexit deadline by moving cars and parts both ways across the Channel to make sure they are not hit by tariffs if …,Business
"1296. Break up UK's big high street banks, say cross-party MPs","A cross-party group of MPs is calling for the break-up of major high street banks, which they say are stifling competition and exploiting vulnerable c …",Business
1299. Mike Ashley offers Philip Green £50m loan as he plans Arcadia bid,"Mike Ashley’s Frasers Group, formerly known as Sports Direct, has offered emergency funding to Sir Philip Green’s Arcadia Group, and indicated its int …",Business
1. Mass Covid testing to be rolled out to local authorities in tier 3,"Local authorities in tier 3, with the toughest Covid restrictions, will be invited to apply for funds to run mass testing programmes of people with no …",Politics
